d8	   Hospital: Shri Someshwar Multispeciality Hospital, Someshwar 

VEHICLE
NUMBER     CAPACITY
  8         35

CUSTOMER
CUST NO.  XCOORD.   YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE   TIME
0	49	43	5	23	439	0
1	40	44	8	21	447	10
2	48	43	12	47	214	10
3	45	46	8	70	585	10
4	43	43	12	56	492	10
5	41	43	9	34	483	10
6	42	45	15	33	661	10
7	48	46	10	61	390	10
8	42	49	14	44	313	10
9	40	49	15	45	370	10
10	43	40	14	29	673	10
11	45	49	8	59	404	10
12	47	45	4	56	522	10
13	49	46	9	36	676	10
14	46	45	1	47	517	10
15	50	48	1	49	205	10
16	41	50	2	69	290	10
17	50	43	2	43	224	10
18	47	43	11	63	304	10
19	47	46	13	38	530	10
20	44	43	15	65	675	10
21	45	42	1	52	444	10
22	46	45	9	27	623	10
23	40	46	2	60	631	10
24	45	46	14	65	348	10
25	47	42	3	40	618	10
26	49	47	1	51	360	10
27	47	50	9	63	343	10
28	50	46	14	70	514	10
29	41	47	7	49	402	10
30	47	43	5	54	670	10
31	49	50	2	49	303	10
32	47	47	11	30	229	10
33	44	42	10	22	426	10
34	40	42	12	68	343	10
35	45	44	2	53	340	10
36	40	50	3	21	677	10
37	45	47	10	62	438	10
38	43	49	13	55	576	10
39	40	40	3	38	528	10
40	44	50	14	51	658	10
41	40	41	2	43	475	10
42	43	43	1	38	418	10
43	41	40	10	31	317	10
44	46	45	4	25	536	10
45	43	47	12	68	382	10
46	44	43	14	33	534	10
47	46	41	11	66	369	10
48	49	47	14	67	570	10
49	47	42	3	70	639	10
50	45	42	7	39	235	10
51	49	45	11	32	652	10
52	49	46	8	60	342	10
53	40	47	10	51	391	10
54	48	42	10	48	324	10
55	44	45	15	55	205	10
56	42	45	5	20	602	10
57	46	45	4	40	394	10
58	50	42	13	69	279	10
59	44	46	5	30	461	10
60	45	40	6	28	348	10
61	49	47	15	25	470	10
62	50	46	8	46	652	10
63	42	48	14	64	264	10
64	47	45	4	54	587	10
65	50	42	8	57	309	10
66	50	49	8	61	604	10
67	44	45	11	59	682	10
68	44	42	5	60	236	10
69	49	45	11	26	563	10
70	47	50	15	65	536	10
71	48	47	14	23	296	10
72	41	45	12	48	486	10
73	50	40	9	50	601	10
74	43	46	3	27	325	10
75	48	46	3	36	315	10
76	47	45	10	67	323	10
77	44	45	9	25	325	10
78	41	50	10	53	529	10
79	40	40	3	55	566	10
80	42	46	12	60	572	10
81	48	50	9	51	224	10
82	42	41	10	21	493	10
83	40	49	13	70	389	10
84	41	50	7	29	247	10
85	45	46	14	38	213	10
86	43	49	13	58	589	10
87	46	40	12	63	604	10
88	40	47	4	29	660	10
89	41	47	3	69	418	10
90	48	43	8	23	238	10
91	46	44	7	52	602	10
92	40	42	4	49	200	10
93	42	45	6	46	443	10
94	46	45	12	35	509	10
95	49	49	10	41	289	10
96	43	46	11	52	236	10
97	47	43	7	62	373	10
98	44	44	4	23	603	10
99	47	44	10	33	271	10
100	25	20	15	20	340	10
