d9	   Hospital: Silver Jubilee Hospital, Baramati

VEHICLE
NUMBER     CAPACITY
  9         60

CUSTOMER
CUST NO.  XCOORD.   YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE   TIME
0	328	242	4	678	888	0
1	261	274	23	600	912	10
2	330	287	6	553	1004	10
3	236	296	12	670	900	10
4	250	236	32	584	769	10
5	302	333	31	674	872	10
6	151	219	22	575	865	10
7	311	261	35	644	865	10
8	197	211	5	696	796	10
9	202	276	13	588	775	10
10	183	200	25	640	877	10
11	253	318	12	634	1029	10
12	225	313	25	557	841	10
13	217	349	15	515	790	10
14	169	282	35	556	898	10
15	174	298	8	534	1068	10
16	344	306	8	593	1028	10
17	190	340	35	645	875	10
18	212	300	30	627	840	10
19	190	269	18	538	1049	10
20	333	296	15	541	905	10
21	309	237	19	689	909	10
22	246	284	34	503	1027	10
23	182	218	32	542	1091	10
24	280	215	33	661	957	10
25	213	310	1	559	1050	10
26	171	269	18	619	905	10
27	334	289	34	602	1066	10
28	160	249	16	668	781	10
29	346	315	27	503	1053	10
30	170	294	29	506	787	10
31	346	304	18	700	713	10
32	239	241	29	560	737	10
33	249	341	26	693	758	10
34	250	263	3	616	809	10
35	214	272	35	576	816	10
36	150	233	6	589	918	10
37	302	239	11	501	1054	10
38	217	291	17	677	1028	10
39	191	295	20	538	723	10
40	259	235	2	549	937	10
41	241	223	24	661	918	10
42	285	202	20	545	933	10
43	178	318	31	543	727	10
44	201	300	10	671	713	10
45	315	203	7	541	781	10
46	172	328	33	645	1020	10
47	168	331	8	683	1047	10
48	214	259	23	593	937	10
49	228	262	17	596	1087	10
50	295	288	20	556	919	10
51	267	245	17	686	798	10
52	214	265	22	525	911	10
53	186	342	26	646	872	10
54	334	262	35	631	725	10
55	273	304	15	504	1011	10
56	263	293	30	569	1078	10
57	248	200	6	647	927	10
58	298	225	14	637	725	10
59	289	232	25	595	915	10
60	161	243	35	663	728	10
61	167	259	20	544	786	10
62	171	313	11	536	780	10
63	326	263	34	535	1057	10
64	195	315	5	635	728	10
65	175	282	3	601	1061	10
66	212	288	11	500	784	10
67	230	277	26	658	749	10
68	253	276	3	622	1015	10
69	172	301	8	526	1092	10
70	186	209	8	636	989	10
71	276	251	17	572	1017	10
72	243	245	31	567	709	10
73	193	263	7	687	1092	10
74	298	254	21	682	1066	10
75	181	330	15	505	839	10
76	316	264	30	581	763	10
77	341	309	25	531	728	10
78	225	256	26	698	1068	10
79	340	346	22	620	940	10
80	300	291	26	683	1090	10
81	310	269	12	519	990	10
82	343	214	33	699	860	10
83	344	225	4	527	959	10
84	303	265	7	697	727	10
85	252	305	26	570	938	10
86	294	296	12	539	895	10
87	346	213	12	674	925	10
88	209	258	19	641	855	10
89	209	321	27	697	881	10
90	286	348	30	530	709	10
91	232	286	24	545	734	10
92	163	311	12	618	1088	10
93	327	300	7	603	735	10
94	248	222	22	650	879	10
95	328	224	24	676	870	10
96	204	256	10	571	864	10
97	259	328	31	678	1095	10
98	181	287	18	535	920	10
99	186	310	30	521	956	10
100	25	20	15	20	340	10
