d5	   Hospital: Joglekan Hospital, Shriwal

VEHICLE
NUMBER     CAPACITY
  5         35

CUSTOMER
CUST NO.  XCOORD.   YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE   TIME
0	37	89	9	19	45	0
1	49	75	8	33	9	90
2	30	86	8	3	57	90
3	59	82	10	32	75	90
4	44	88	10	21	71	90
5	47	78	7	17	18	90
6	57	70	2	29	94	90
7	61	89	1	8	36	90
8	51	79	10	3	65	90
9	57	70	7	33	11	90
10	45	70	9	38	100	90
11	64	79	4	23	84	90
12	33	79	10	31	75	90
13	47	90	8	19	61	90
14	48	82	3	39	71	90
15	70	72	1	16	94	90
16	53	82	3	1	35	90
17	58	75	7	19	19	90
18	37	89	8	4	40	90
19	54	72	6	24	68	90
20	33	90	2	40	43	90
21	46	82	2	32	93	90
22	35	88	2	9	3	90
23	69	76	6	37	29	90
24	33	73	5	5	29	90
25	60	79	3	32	8	90
26	68	73	9	24	66	90
27	46	78	8	38	24	90
28	55	81	10	40	5	90
29	65	89	10	36	15	90
30	39	74	7	26	31	90
31	58	83	10	12	63	90
32	48	70	8	7	91	90
33	35	83	5	30	92	90
34	65	85	2	39	1	90
35	37	82	1	29	56	90
36	49	86	6	6	13	90
37	41	89	9	1	24	90
38	46	79	8	35	9	90
39	58	83	3	35	84	90
40	42	80	4	23	30	90
41	42	84	9	11	39	90
42	63	77	1	18	15	90
43	51	71	10	33	57	90
44	64	70	6	23	79	90
45	36	70	2	37	75	90
46	63	87	3	6	8	90
47	69	90	5	5	66	90
48	54	83	2	22	54	90
49	46	90	5	18	92	90
50	63	72	8	15	60	90
51	60	78	6	6	64	90
52	62	83	3	24	59	90
53	66	74	1	34	85	90
54	64	74	2	26	67	90
55	55	71	6	9	83	90
56	30	87	4	26	43	90
57	53	86	4	34	86	90
58	30	72	4	5	54	90
59	38	70	5	28	90	90
60	66	86	9	34	12	90
61	30	90	1	34	60	90
62	68	85	2	35	35	90
63	52	90	5	6	6	90
64	65	87	7	17	54	90
65	46	72	4	2	11	90
66	68	73	2	9	77	90
67	64	88	3	29	61	90
68	45	89	2	28	79	90
69	43	86	8	20	34	90
70	40	78	6	11	59	90
71	61	74	9	3	77	90
72	49	72	9	2	87	90
73	62	84	3	9	35	90
74	55	75	4	5	74	90
75	51	72	7	17	69	90
76	30	86	8	20	62	90
77	67	71	10	29	14	90
78	63	77	9	26	28	90
79	37	85	6	11	88	90
80	64	89	9	8	90	90
81	47	80	4	14	86	90
82	67	82	7	1	71	90
83	65	71	7	35	24	90
84	51	79	2	40	93	90
85	69	86	7	17	28	90
86	45	81	10	26	46	90
87	42	82	4	7	71	90
88	42	75	3	12	87	90
89	65	77	6	15	63	90
90	52	71	5	20	93	90
91	41	82	7	7	73	90
92	68	85	8	19	27	90
93	64	86	3	17	53	90
94	60	72	9	12	54	90
95	52	86	5	17	3	90
96	31	79	5	14	92	90
97	30	75	9	27	19	90
98	38	87	5	8	27	90
99	67	81	2	19	2	90
100	25	20	20	20	1889	90
