d7	   Hospital: Anandi Hospital, Jejuri

VEHICLE
NUMBER     CAPACITY
  7         15

CUSTOMER
CUST NO.  XCOORD.   YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE   TIME
0	29	70	5	37	111	0
1	30	55	8	19	186	10
2	26	66	12	39	157	10
3	25	70	8	32	196	10
4	24	55	12	49	155	10
5	20	62	9	66	123	10
6	28	52	15	61	177	10
7	23	69	10	57	198	10
8	22	55	14	7	154	10
9	26	68	15	84	148	10
10	25	51	14	54	105	10
11	36	57	8	7	132	10
12	20	69	4	8	167	10
13	38	59	9	13	178	10
14	21	63	1	83	198	10
15	35	67	1	14	112	10
16	37	50	2	19	111	10
17	22	57	2	96	146	10
18	31	57	11	77	132	10
19	26	66	13	93	149	10
20	29	64	15	64	110	10
21	31	63	1	32	118	10
22	28	53	9	49	132	10
23	20	66	2	69	193	10
24	33	51	14	36	174	10
25	21	60	3	8	117	10
26	34	70	1	52	113	10
27	28	51	9	36	118	10
28	23	61	14	63	176	10
29	37	52	7	32	167	10
30	32	54	5	72	188	10
31	22	63	2	17	126	10
32	20	60	11	19	101	10
33	34	52	10	34	122	10
34	25	53	12	54	150	10
35	33	66	2	9	148	10
36	38	53	3	17	187	10
37	26	50	10	55	163	10
38	34	66	13	33	168	10
39	30	55	3	94	198	10
40	33	59	14	99	159	10
41	24	51	2	85	176	10
42	34	52	1	81	197	10
43	33	52	10	59	121	10
44	34	51	4	85	183	10
45	32	63	12	24	180	10
46	31	64	14	16	121	10
47	28	53	11	91	137	10
48	21	67	14	8	125	10
49	22	52	3	39	169	10
50	25	70	7	17	135	10
51	24	62	11	9	188	10
52	36	57	8	56	179	10
53	40	63	10	46	100	10
54	22	59	10	18	113	10
55	26	64	15	52	125	10
56	37	69	5	49	181	10
57	35	60	4	41	188	10
58	40	66	13	34	104	10
59	22	54	5	36	177	10
60	24	57	6	31	106	10
61	31	62	15	86	165	10
62	35	57	8	24	160	10
63	24	53	14	8	127	10
64	24	69	4	12	175	10
65	39	66	8	49	200	10
66	34	56	8	84	153	10
67	20	62	11	100	141	10
68	35	57	5	40	140	10
69	38	66	11	87	168	10
70	33	59	15	76	188	10
71	29	69	14	76	173	10
72	24	56	12	60	198	10
73	20	59	9	96	125	10
74	33	63	3	89	181	10
75	24	67	3	70	129	10
76	27	54	10	59	125	10
77	38	66	9	54	111	10
78	30	61	10	82	146	10
79	34	60	3	28	181	10
80	38	57	12	59	112	10
81	23	63	9	17	175	10
82	27	50	10	43	191	10
83	33	58	13	22	158	10
84	30	70	7	29	131	10
85	30	63	14	78	182	10
86	40	59	13	88	144	10
87	36	55	12	36	136	10
88	40	69	4	70	122	10
89	21	51	3	83	181	10
90	26	70	8	94	153	10
91	39	52	7	35	174	10
92	25	61	4	67	141	10
93	25	56	6	10	183	10
94	36	68	12	37	183	10
95	27	50	10	56	116	10
96	33	64	11	14	150	10
97	23	68	7	70	105	10
98	21	56	4	26	164	10
99	40	69	10	33	167	10
100	25	20	15	20	340	10
