d1	   Hospital: Siddhivinayak Hospital, Lonand

VEHICLE
NUMBER     CAPACITY
  1         50

CUSTOMER
CUST NO.  XCOORD.   YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE   TIME
0	25	20	30	196	1889	0
1	39	31	19	617	1941	90
2	22	26	13	27	1190	90
3	20	30	22	805	1503	90
4	40	28	13	172	1081	90
5	39	36	28	386	1247	90
6	22	22	20	945	1216	90
7	37	29	26	179	1785	90
8	20	25	24	494	1018	90
9	28	24	19	4	1236	90
10	29	32	30	491	1750	90
11	18	27	17	992	1829	90
12	20	13	16	682	1642	90
13	34	22	27	421	1598	90
14	35	10	29	469	1774	90
15	36	31	11	475	1387	90
16	28	33	28	882	1024	90
17	35	39	10	97	1104	90
18	21	16	18	21	1657	90
19	35	28	16	18	1655	90
20	22	31	11	266	1829	90
21	19	24	27	316	1940	90
22	34	20	22	563	1268	90
23	19	27	30	224	1078	90
24	38	11	26	913	1978	90
25	16	26	10	238	1796	90
26	25	11	23	573	1168	90
27	34	28	19	323	1949	90
28	13	12	16	295	1712	90
29	32	24	24	152	1333	90
30	39	38	25	843	1961	90
31	17	13	17	900	1326	90
32	39	25	14	391	1959	90
33	37	32	18	817	1382	90
34	20	40	14	244	1573	90
35	28	25	13	993	1298	90
36	39	26	21	505	1243	90
37	10	12	18	393	1614	90
38	19	22	23	184	1996	90
39	22	12	18	562	1795	90
40	15	25	26	688	1231	90
41	23	23	12	86	1621	90
42	18	38	11	887	1078	90
43	17	29	25	551	1155	90
44	22	31	20	17	1536	90
45	14	32	15	513	1493	90
46	14	14	23	287	1187	90
47	18	32	21	440	1413	90
48	37	35	10	533	1970	90
49	36	19	25	774	1977	90
50	24	16	14	157	1756	90
51	23	25	21	34	1417	90
52	26	28	15	752	1242	90
53	39	12	26	291	1782	90
54	19	38	21	63	1921	90
55	26	26	18	174	1669	90
56	10	33	15	393	1631	90
57	21	20	12	180	1038	90
58	34	26	21	757	1913	90
59	20	23	28	362	1546	90
60	37	35	30	386	1449	90
61	13	31	22	310	1980	90
62	11	14	30	843	1189	90
63	30	12	11	452	1373	90
64	19	24	13	126	1492	90
65	14	12	23	59	1796	90
66	19	34	29	858	1034	90
67	39	31	18	659	1678	90
68	18	22	15	194	1979	90
69	28	30	12	690	1847	90
70	22	20	20	567	1930	90
71	36	30	25	635	1866	90
72	30	24	29	506	1753	90
73	39	22	25	69	1440	90
74	25	14	21	385	1361	90
75	12	18	26	31	1034	90
76	27	23	28	265	1592	90
77	12	23	18	349	1358	90
78	33	11	26	51	1378	90
79	36	14	10	837	1864	90
80	15	12	20	888	1928	90
81	23	23	15	85	1294	90
82	33	11	10	686	1458	90
83	24	16	13	806	1445	90
84	25	39	19	111	1307	90
85	38	30	15	341	1396	90
86	40	39	29	67	1809	90
87	20	33	30	980	1111	90
88	14	20	12	38	1406	90
89	40	35	14	758	1592	90
90	11	16	22	371	1985	90
91	33	14	11	204	1446	90
92	20	40	20	739	1626	90
93	18	31	19	622	1382	90
94	12	19	30	349	1578	90
95	22	28	11	193	1634	90
96	33	23	25	437	1923	90
97	29	13	15	741	1059	90
98	11	26	22	747	1914	90
99	25	26	10	481	1266	90
100	40	50	20	490	1236	90
