d3	   Hospital: Rural hospital, Khandala

VEHICLE
NUMBER     CAPACITY
  3         25

CUSTOMER
CUST NO.  XCOORD.   YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE   TIME
0	49	66	34	613	834	0
1	53	42	4	587	658	90
2	45	88	43	204	152	90
3	51	67	8	118	653	90
4	42	73	43	582	982	90
5	53	78	36	56	598	90
6	47	69	46	682	130	90
7	54	67	40	604	9	90
8	50	48	18	368	636	90
9	40	90	42	688	318	90
10	41	65	33	405	248	90
11	48	71	3	483	256	90
12	60	82	32	476	205	90
13	40	55	47	306	501	90
14	52	73	7	393	603	90
15	58	60	28	262	384	90
16	52	57	17	194	646	90
17	54	74	5	6	631	90
18	46	85	15	281	31	90
19	42	85	49	655	585	90
20	41	70	3	695	874	90
21	41	86	28	394	90	90
22	42	80	45	56	914	90
23	42	87	44	215	543	90
24	60	57	36	109	3	90
25	46	84	30	372	653	90
26	47	86	49	73	519	90
27	50	65	23	525	634	90
28	49	58	8	736	616	90
29	47	54	3	785	223	90
30	59	57	19	169	72	90
31	50	87	39	319	315	90
32	54	45	14	141	157	90
33	58	68	37	217	653	90
34	50	42	14	587	755	90
35	51	79	21	538	745	90
36	45	40	36	44	516	90
37	55	41	10	414	690	90
38	51	49	37	750	37	90
39	51	49	40	745	370	90
40	48	58	2	288	770	90
41	57	47	42	664	987	90
42	53	80	29	204	118	90
43	46	44	11	608	852	90
44	48	81	1	685	663	90
45	56	41	5	199	978	90
46	44	52	40	194	913	90
47	45	57	46	460	113	90
48	59	70	31	702	678	90
49	47	59	37	447	735	90
50	56	80	22	646	234	90
51	45	56	5	700	266	90
52	55	74	6	237	923	90
53	44	77	47	554	17	90
54	41	60	15	102	672	90
55	50	62	50	648	625	90
56	51	72	15	240	808	90
57	44	64	26	566	474	90
58	53	87	41	156	129	90
59	40	47	11	707	190	90
60	43	69	1	350	643	90
61	43	54	37	798	524	90
62	51	83	19	44	368	90
63	57	90	35	317	44	90
64	49	67	8	158	388	90
65	58	65	7	700	319	90
66	56	72	16	526	669	90
67	41	73	40	128	488	90
68	57	55	26	654	49	90
69	60	74	34	198	126	90
70	60	49	4	706	260	90
71	52	47	17	545	0	90
72	56	76	46	427	434	90
73	53	50	13	576	419	90
74	53	55	1	247	453	90
75	50	42	13	532	697	90
76	48	61	48	184	312	90
77	55	57	17	701	596	90
78	41	66	14	60	3	90
79	52	55	24	616	592	90
80	47	78	45	149	590	90
81	45	73	33	18	246	90
82	52	43	7	526	157	90
83	43	75	23	637	275	90
84	42	79	26	798	30	90
85	53	50	28	680	613	90
86	40	76	12	593	681	90
87	60	77	44	156	989	90
88	56	90	50	511	26	90
89	56	56	50	736	705	90
90	48	53	27	146	44	90
91	53	87	37	444	116	90
92	45	46	31	319	868	90
93	48	49	17	254	657	90
94	58	82	34	201	231	90
95	59	67	22	597	440	90
96	41	54	50	540	580	90
97	53	40	1	238	256	90
98	43	64	17	227	98	90
99	46	80	16	640	758	90
100	25	20	20	490	1889	90
